County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
Polk,Amery PD,Burglary,Amery PD,Polk,Burglary,12,2019,4
Polk,St. Croix Falls PD,Aggravated Assault,St. Croix Falls PD,Polk,Aggravated Assault,12,2019,12
Polk,Polk Co SO,Aggravated Assault,Polk Co SO,Polk,Aggravated Assault,12,2019,18
Polk,Osceola PD,Aggravated Assault,Osceola PD,Polk,Aggravated Assault,12,2019,20
Polk,Frederic PD,Aggravated Assault,Frederic PD,Polk,Aggravated Assault,5,2019,0
Polk,Amery PD,Aggravated Assault,Amery PD,Polk,Aggravated Assault,12,2019,5
Polk,St. Croix Falls PD,Robbery,St. Croix Falls PD,Polk,Robbery,12,2019,0
Polk,Polk Co SO,Robbery,Polk Co SO,Polk,Robbery,12,2019,2
Polk,Osceola PD,Robbery,Osceola PD,Polk,Robbery,12,2019,0
Polk,Frederic PD,Robbery,Frederic PD,Polk,Robbery,5,2019,0
Polk,Amery PD,Robbery,Amery PD,Polk,Robbery,12,2019,1
Polk,St. Croix Falls PD,Rape - revised 2017,St. Croix Falls PD,Polk,Rape - revised 2017,12,2019,1
Polk,Polk Co SO,Rape - revised 2017,Polk Co SO,Polk,Rape - revised 2017,12,2019,15
Polk,Osceola PD,Rape - revised 2017,Osceola PD,Polk,Rape - revised 2017,12,2019,1
Polk,Frederic PD,Rape - revised 2017,Frederic PD,Polk,Rape - revised 2017,5,2019,0
Polk,Amery PD,Rape - revised 2017,Amery PD,Polk,Rape - revised 2017,12,2019,2
Polk,St. Croix Falls PD,Homicide,St. Croix Falls PD,Polk,Homicide,12,2019,0
Polk,Polk Co SO,Homicide,Polk Co SO,Polk,Homicide,12,2019,0
Polk,Osceola PD,Homicide,Osceola PD,Polk,Homicide,12,2019,0
Polk,Frederic PD,Homicide,Frederic PD,Polk,Homicide,5,2019,0
Polk,Amery PD,Homicide,Amery PD,Polk,Homicide,12,2019,0
Portage,UW-Stevens Point PD,Human Trafficking - Involuntary Servitude,UW-Stevens Point PD,Portage,Human Trafficking - Involuntary Servitude,12,2019,0
Portage,Stevens Point PD,Human Trafficking - Involuntary Servitude,Stevens Point PD,Portage,Human Trafficking - Involuntary Servitude,12,2019,0
Portage,Portage Co SO,Human Trafficking - Involuntary Servitude,Portage Co SO,Portage,Human Trafficking - Involuntary Servitude,12,2019,0
Portage,Plover PD,Human Trafficking - Involuntary Servitude,Plover PD,Portage,Human Trafficking - Involuntary Servitude,12,2019,0
Portage,UW-Stevens Point PD,Human Trafficking - Commercial Sex,UW-Stevens Point PD,Portage,Human Trafficking - Commercial Sex,12,2019,0
Portage,Stevens Point PD,Human Trafficking - Commercial Sex,Stevens Point PD,Portage,Human Trafficking - Commercial Sex,12,2019,0
Portage,Portage Co SO,Human Trafficking - Commercial Sex,Portage Co SO,Portage,Human Trafficking - Commercial Sex,12,2019,0
Portage,Plover PD,Human Trafficking - Commercial Sex,Plover PD,Portage,Human Trafficking - Commercial Sex,12,2019,0
Portage,UW-Stevens Point PD,Simple Assault,UW-Stevens Point PD,Portage,Simple Assault,12,2019,0
Portage,Stevens Point PD,Simple Assault,Stevens Point PD,Portage,Simple Assault,12,2019,109
Portage,Portage Co SO,Simple Assault,Portage Co SO,Portage,Simple Assault,12,2019,32
Portage,Plover PD,Simple Assault,Plover PD,Portage,Simple Assault,12,2019,31
Portage,UW-Stevens Point PD,Arson,UW-Stevens Point PD,Portage,Arson,12,2019,0
Portage,Stevens Point PD,Arson,Stevens Point PD,Portage,Arson,12,2019,2
Portage,Portage Co SO,Arson,Portage Co SO,Portage,Arson,12,2019,1
Portage,Plover PD,Arson,Plover PD,Portage,Arson,12,2019,0
Portage,UW-Stevens Point PD,Motor Vehicle Theft,UW-Stevens Point PD,Portage,Motor Vehicle Theft,12,2019,0
Portage,Stevens Point PD,Motor Vehicle Theft,Stevens Point PD,Portage,Motor Vehicle Theft,12,2019,5
Portage,Portage Co SO,Motor Vehicle Theft,Portage Co SO,Portage,Motor Vehicle Theft,12,2019,7
Portage,Plover PD,Motor Vehicle Theft,Plover PD,Portage,Motor Vehicle Theft,12,2019,3
Portage,UW-Stevens Point PD,Larceny Theft,UW-Stevens Point PD,Portage,Larceny Theft,12,2019,53
Portage,Stevens Point PD,Larceny Theft,Stevens Point PD,Portage,Larceny Theft,12,2019,233
Portage,Portage Co SO,Larceny Theft,Portage Co SO,Portage,Larceny Theft,12,2019,75
Portage,Plover PD,Larceny Theft,Plover PD,Portage,Larceny Theft,12,2019,157
Portage,UW-Stevens Point PD,Burglary,UW-Stevens Point PD,Portage,Burglary,12,2019,1
Portage,Stevens Point PD,Burglary,Stevens Point PD,Portage,Burglary,12,2019,26
Portage,Portage Co SO,Burglary,Portage Co SO,Portage,Burglary,12,2019,56
Portage,Plover PD,Burglary,Plover PD,Portage,Burglary,12,2019,14
Portage,UW-Stevens Point PD,Aggravated Assault,UW-Stevens Point PD,Portage,Aggravated Assault,12,2019,0
Portage,Stevens Point PD,Aggravated Assault,Stevens Point PD,Portage,Aggravated Assault,12,2019,45
Portage,Portage Co SO,Aggravated Assault,Portage Co SO,Portage,Aggravated Assault,12,2019,30
Portage,Plover PD,Aggravated Assault,Plover PD,Portage,Aggravated Assault,12,2019,15
Portage,UW-Stevens Point PD,Robbery,UW-Stevens Point PD,Portage,Robbery,12,2019,0
Portage,Stevens Point PD,Robbery,Stevens Point PD,Portage,Robbery,12,2019,1
Portage,Portage Co SO,Robbery,Portage Co SO,Portage,Robbery,12,2019,0
Portage,Plover PD,Robbery,Plover PD,Portage,Robbery,12,2019,1
Portage,UW-Stevens Point PD,Rape - revised 2017,UW-Stevens Point PD,Portage,Rape - revised 2017,12,2019,2
Portage,Stevens Point PD,Rape - revised 2017,Stevens Point PD,Portage,Rape - revised 2017,12,2019,8
Portage,Portage Co SO,Rape - revised 2017,Portage Co SO,Portage,Rape - revised 2017,12,2019,10
Portage,Plover PD,Rape - revised 2017,Plover PD,Portage,Rape - revised 2017,12,2019,4
Portage,UW-Stevens Point PD,Homicide,UW-Stevens Point PD,Portage,Homicide,12,2019,0
Portage,Stevens Point PD,Homicide,Stevens Point PD,Portage,Homicide,12,2019,0
Portage,Portage Co SO,Homicide,Portage Co SO,Portage,Homicide,12,2019,0
Portage,Plover PD,Homicide,Plover PD,Portage,Homicide,12,2019,0
Price,Price Co SO,Human Trafficking - Involuntary Servitude,Price Co SO,Price,Human Trafficking - Involuntary Servitude,12,2019,0
Price,Phillips PD,Human Trafficking - Involuntary Servitude,Phillips PD,Price,Human Trafficking - Involuntary Servitude,12,2019,0
Price,Park Falls PD,Human Trafficking - Involuntary Servitude,Park Falls PD,Price,Human Trafficking - Involuntary Servitude,12,2019,0
Price,Price Co SO,Human Trafficking - Commercial Sex,Price Co SO,Price,Human Trafficking - Commercial Sex,12,2019,0
Price,Phillips PD,Human Trafficking - Commercial Sex,Phillips PD,Price,Human Trafficking - Commercial Sex,12,2019,0
Price,Park Falls PD,Human Trafficking - Commercial Sex,Park Falls PD,Price,Human Trafficking - Commercial Sex,12,2019,0
Price,Price Co SO,Simple Assault,Price Co SO,Price,Simple Assault,12,2019,19
Price,Phillips PD,Simple Assault,Phillips PD,Price,Simple Assault,12,2019,9
Price,Park Falls PD,Simple Assault,Park Falls PD,Price,Simple Assault,12,2019,0
Price,Price Co SO,Arson,Price Co SO,Price,Arson,12,2019,0
Price,Phillips PD,Arson,Phillips PD,Price,Arson,12,2019,0
Price,Park Falls PD,Arson,Park Falls PD,Price,Arson,12,2019,0
Price,Price Co SO,Motor Vehicle Theft,Price Co SO,Price,Motor Vehicle Theft,12,2019,2
Price,Phillips PD,Motor Vehicle Theft,Phillips PD,Price,Motor Vehicle Theft,12,2019,0
Price,Park Falls PD,Motor Vehicle Theft,Park Falls PD,Price,Motor Vehicle Theft,12,2019,0
Price,Price Co SO,Larceny Theft,Price Co SO,Price,Larceny Theft,12,2019,38
Price,Phillips PD,Larceny Theft,Phillips PD,Price,Larceny Theft,12,2019,11
Price,Park Falls PD,Larceny Theft,Park Falls PD,Price,Larceny Theft,12,2019,6
Price,Price Co SO,Burglary,Price Co SO,Price,Burglary,12,2019,33
Price,Phillips PD,Burglary,Phillips PD,Price,Burglary,12,2019,2
Price,Park Falls PD,Burglary,Park Falls PD,Price,Burglary,12,2019,0
Price,Price Co SO,Aggravated Assault,Price Co SO,Price,Aggravated Assault,12,2019,4
Price,Phillips PD,Aggravated Assault,Phillips PD,Price,Aggravated Assault,12,2019,1
Price,Park Falls PD,Aggravated Assault,Park Falls PD,Price,Aggravated Assault,12,2019,5
Price,Price Co SO,Robbery,Price Co SO,Price,Robbery,12,2019,0
Price,Phillips PD,Robbery,Phillips PD,Price,Robbery,12,2019,0
Price,Park Falls PD,Robbery,Park Falls PD,Price,Robbery,12,2019,1
Price,Price Co SO,Rape - revised 2017,Price Co SO,Price,Rape - revised 2017,12,2019,0
Price,Phillips PD,Rape - revised 2017,Phillips PD,Price,Rape - revised 2017,12,2019,0
Price,Park Falls PD,Rape - revised 2017,Park Falls PD,Price,Rape - revised 2017,12,2019,0
Price,Price Co SO,Homicide,Price Co SO,Price,Homicide,12,2019,0
Price,Phillips PD,Homicide,Phillips PD,Price,Homicide,12,2019,0
Price,Park Falls PD,Homicide,Park Falls PD,Price,Homicide,12,2019,0
Racine,Wind Point PD,Human Trafficking - Involuntary Servitude,Wind Point PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Waterford Township,Human Trafficking - Involuntary Servitude,Waterford Township,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Sturtevant PD,Human Trafficking - Involuntary Servitude,Sturtevant PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Racine PD,Human Trafficking - Involuntary Servitude,Racine PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Racine Co SO,Human Trafficking - Involuntary Servitude,Racine Co SO,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Mount Pleasant PD,Human Trafficking - Involuntary Servitude,Mount Pleasant PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Caledonia PD,Human Trafficking - Involuntary Servitude,Caledonia PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Burlington PD,Human Trafficking - Involuntary Servitude,Burlington PD,Racine,Human Trafficking - Involuntary Servitude,12,2019,0
Racine,Wind Point PD,Human Trafficking - Commercial Sex,Wind Point PD,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Waterford Township,Human Trafficking - Commercial Sex,Waterford Township,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Sturtevant PD,Human Trafficking - Commercial Sex,Sturtevant PD,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Racine PD,Human Trafficking - Commercial Sex,Racine PD,Racine,Human Trafficking - Commercial Sex,12,2019,5
Racine,Racine Co SO,Human Trafficking - Commercial Sex,Racine Co SO,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Mount Pleasant PD,Human Trafficking - Commercial Sex,Mount Pleasant PD,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Caledonia PD,Human Trafficking - Commercial Sex,Caledonia PD,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Burlington PD,Human Trafficking - Commercial Sex,Burlington PD,Racine,Human Trafficking - Commercial Sex,12,2019,0
Racine,Wind Point PD,Simple Assault,Wind Point PD,Racine,Simple Assault,12,2019,3
Racine,Waterford Township,Simple Assault,Waterford Township,Racine,Simple Assault,12,2019,8
Racine,Sturtevant PD,Simple Assault,Sturtevant PD,Racine,Simple Assault,12,2019,12
Racine,Racine PD,Simple Assault,Racine PD,Racine,Simple Assault,12,2019,518
Racine,Racine Co SO,Simple Assault,Racine Co SO,Racine,Simple Assault,12,2019,145
Racine,Mount Pleasant PD,Simple Assault,Mount Pleasant PD,Racine,Simple Assault,12,2019,116
Racine,Caledonia PD,Simple Assault,Caledonia PD,Racine,Simple Assault,12,2019,63
Racine,Burlington PD,Simple Assault,Burlington PD,Racine,Simple Assault,12,2019,52
Racine,Wind Point PD,Arson,Wind Point PD,Racine,Arson,12,2019,0
Racine,Waterford Township,Arson,Waterford Township,Racine,Arson,12,2019,0
Racine,Sturtevant PD,Arson,Sturtevant PD,Racine,Arson,12,2019,0
Racine,Racine PD,Arson,Racine PD,Racine,Arson,12,2019,5
Racine,Racine Co SO,Arson,Racine Co SO,Racine,Arson,12,2019,0
Racine,Mount Pleasant PD,Arson,Mount Pleasant PD,Racine,Arson,12,2019,1
Racine,Caledonia PD,Arson,Caledonia PD,Racine,Arson,12,2019,0
Racine,Burlington PD,Arson,Burlington PD,Racine,Arson,12,2019,0
Racine,Wind Point PD,Motor Vehicle Theft,Wind Point PD,Racine,Motor Vehicle Theft,12,2019,0
Racine,Waterford Township,Motor Vehicle Theft,Waterford Township,Racine,Motor Vehicle Theft,12,2019,3
Racine,Sturtevant PD,Motor Vehicle Theft,Sturtevant PD,Racine,Motor Vehicle Theft,12,2019,4
Racine,Racine PD,Motor Vehicle Theft,Racine PD,Racine,Motor Vehicle Theft,12,2019,111
Racine,Racine Co SO,Motor Vehicle Theft,Racine Co SO,Racine,Motor Vehicle Theft,12,2019,12
Racine,Mount Pleasant PD,Motor Vehicle Theft,Mount Pleasant PD,Racine,Motor Vehicle Theft,12,2019,25
Racine,Caledonia PD,Motor Vehicle Theft,Caledonia PD,Racine,Motor Vehicle Theft,12,2019,10
Racine,Burlington PD,Motor Vehicle Theft,Burlington PD,Racine,Motor Vehicle Theft,12,2019,4
Racine,Wind Point PD,Larceny Theft,Wind Point PD,Racine,Larceny Theft,12,2019,2
Racine,Waterford Township,Larceny Theft,Waterford Township,Racine,Larceny Theft,12,2019,24
Racine,Sturtevant PD,Larceny Theft,Sturtevant PD,Racine,Larceny Theft,12,2019,26
Racine,Racine PD,Larceny Theft,Racine PD,Racine,Larceny Theft,12,2019,755
Racine,Racine Co SO,Larceny Theft,Racine Co SO,Racine,Larceny Theft,12,2019,115
Racine,Mount Pleasant PD,Larceny Theft,Mount Pleasant PD,Racine,Larceny Theft,12,2019,469
Racine,Caledonia PD,Larceny Theft,Caledonia PD,Racine,Larceny Theft,12,2019,87
Racine,Burlington PD,Larceny Theft,Burlington PD,Racine,Larceny Theft,12,2019,77
Racine,Wind Point PD,Burglary,Wind Point PD,Racine,Burglary,12,2019,0
Racine,Waterford Township,Burglary,Waterford Township,Racine,Burglary,12,2019,4
Racine,Sturtevant PD,Burglary,Sturtevant PD,Racine,Burglary,12,2019,2
Racine,Racine PD,Burglary,Racine PD,Racine,Burglary,12,2019,239
Racine,Racine Co SO,Burglary,Racine Co SO,Racine,Burglary,12,2019,27
Racine,Mount Pleasant PD,Burglary,Mount Pleasant PD,Racine,Burglary,12,2019,46
Racine,Caledonia PD,Burglary,Caledonia PD,Racine,Burglary,12,2019,20
Racine,Burlington PD,Burglary,Burlington PD,Racine,Burglary,12,2019,6
Racine,Wind Point PD,Aggravated Assault,Wind Point PD,Racine,Aggravated Assault,12,2019,0
Racine,Waterford Township,Aggravated Assault,Waterford Township,Racine,Aggravated Assault,12,2019,0
Racine,Sturtevant PD,Aggravated Assault,Sturtevant PD,Racine,Aggravated Assault,12,2019,4
Racine,Racine PD,Aggravated Assault,Racine PD,Racine,Aggravated Assault,12,2019,221
Racine,Racine Co SO,Aggravated Assault,Racine Co SO,Racine,Aggravated Assault,12,2019,21
Racine,Mount Pleasant PD,Aggravated Assault,Mount Pleasant PD,Racine,Aggravated Assault,12,2019,27
Racine,Caledonia PD,Aggravated Assault,Caledonia PD,Racine,Aggravated Assault,12,2019,21
Racine,Burlington PD,Aggravated Assault,Burlington PD,Racine,Aggravated Assault,12,2019,7
Racine,Wind Point PD,Robbery,Wind Point PD,Racine,Robbery,12,2019,1
Racine,Waterford Township,Robbery,Waterford Township,Racine,Robbery,12,2019,0
Racine,Sturtevant PD,Robbery,Sturtevant PD,Racine,Robbery,12,2019,1
Racine,Racine PD,Robbery,Racine PD,Racine,Robbery,12,2019,62
Racine,Racine Co SO,Robbery,Racine Co SO,Racine,Robbery,12,2019,5
Racine,Mount Pleasant PD,Robbery,Mount Pleasant PD,Racine,Robbery,12,2019,6
Racine,Caledonia PD,Robbery,Caledonia PD,Racine,Robbery,12,2019,0
Racine,Burlington PD,Robbery,Burlington PD,Racine,Robbery,12,2019,0
Racine,Wind Point PD,Rape - revised 2017,Wind Point PD,Racine,Rape - revised 2017,12,2019,0
Racine,Waterford Township,Rape - revised 2017,Waterford Township,Racine,Rape - revised 2017,12,2019,0
Racine,Sturtevant PD,Rape - revised 2017,Sturtevant PD,Racine,Rape - revised 2017,12,2019,0
Racine,Racine PD,Rape - revised 2017,Racine PD,Racine,Rape - revised 2017,12,2019,53
Racine,Racine Co SO,Rape - revised 2017,Racine Co SO,Racine,Rape - revised 2017,12,2019,1
Racine,Mount Pleasant PD,Rape - revised 2017,Mount Pleasant PD,Racine,Rape - revised 2017,12,2019,8
Racine,Caledonia PD,Rape - revised 2017,Caledonia PD,Racine,Rape - revised 2017,12,2019,1
Racine,Burlington PD,Rape - revised 2017,Burlington PD,Racine,Rape - revised 2017,12,2019,0
Racine,Wind Point PD,Homicide,Wind Point PD,Racine,Homicide,12,2019,0
Racine,Waterford Township,Homicide,Waterford Township,Racine,Homicide,12,2019,0
Racine,Sturtevant PD,Homicide,Sturtevant PD,Racine,Homicide,12,2019,0
Racine,Racine PD,Homicide,Racine PD,Racine,Homicide,12,2019,7
Racine,Racine Co SO,Homicide,Racine Co SO,Racine,Homicide,12,2019,1
Racine,Mount Pleasant PD,Homicide,Mount Pleasant PD,Racine,Homicide,12,2019,0
Racine,Caledonia PD,Homicide,Caledonia PD,Racine,Homicide,12,2019,0
Racine,Burlington PD,Homicide,Burlington PD,Racine,Homicide,12,2019,0
Richland,Richland Co SO,Human Trafficking - Involuntary Servitude,Richland Co SO,Richland,Human Trafficking - Involuntary Servitude,12,2019,0
Richland,Richland Center PD,Human Trafficking - Involuntary Servitude,Richland Center PD,Richland,Human Trafficking - Involuntary Servitude,12,2019,0
Richland,Richland Co SO,Human Trafficking - Commercial Sex,Richland Co SO,Richland,Human Trafficking - Commercial Sex,12,2019,0
Richland,Richland Center PD,Human Trafficking - Commercial Sex,Richland Center PD,Richland,Human Trafficking - Commercial Sex,12,2019,0
Richland,Richland Co SO,Simple Assault,Richland Co SO,Richland,Simple Assault,12,2019,4
Richland,Richland Center PD,Simple Assault,Richland Center PD,Richland,Simple Assault,12,2019,11
Richland,Richland Co SO,Arson,Richland Co SO,Richland,Arson,12,2019,0
Richland,Richland Center PD,Arson,Richland Center PD,Richland,Arson,12,2019,0
Richland,Richland Co SO,Motor Vehicle Theft,Richland Co SO,Richland,Motor Vehicle Theft,12,2019,5
Richland,Richland Center PD,Motor Vehicle Theft,Richland Center PD,Richland,Motor Vehicle Theft,12,2019,5
Richland,Richland Co SO,Larceny Theft,Richland Co SO,Richland,Larceny Theft,12,2019,19
Richland,Richland Center PD,Larceny Theft,Richland Center PD,Richland,Larceny Theft,12,2019,44
Richland,Richland Co SO,Burglary,Richland Co SO,Richland,Burglary,12,2019,16
Richland,Richland Center PD,Burglary,Richland Center PD,Richland,Burglary,12,2019,6
Richland,Richland Co SO,Aggravated Assault,Richland Co SO,Richland,Aggravated Assault,12,2019,3
Richland,Richland Center PD,Aggravated Assault,Richland Center PD,Richland,Aggravated Assault,12,2019,7
Richland,Richland Co SO,Robbery,Richland Co SO,Richland,Robbery,12,2019,0
Richland,Richland Center PD,Robbery,Richland Center PD,Richland,Robbery,12,2019,0
Richland,Richland Co SO,Rape - revised 2017,Richland Co SO,Richland,Rape - revised 2017,12,2019,2
Richland,Richland Center PD,Rape - revised 2017,Richland Center PD,Richland,Rape - revised 2017,12,2019,4
Richland,Richland Co SO,Homicide,Richland Co SO,Richland,Homicide,12,2019,0
Richland,Richland Center PD,Homicide,Richland Center PD,Richland,Homicide,12,2019,0
Rock,Rock Co SO,Human Trafficking - Involuntary Servitude,Rock Co SO,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Milton Township PD,Human Trafficking - Involuntary Servitude,Milton Township PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Milton PD,Human Trafficking - Involuntary Servitude,Milton PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Janesville PD,Human Trafficking - Involuntary Servitude,Janesville PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Fulton Town PD,Human Trafficking - Involuntary Servitude,Fulton Town PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Evansville PD,Human Trafficking - Involuntary Servitude,Evansville PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Edgerton PD,Human Trafficking - Involuntary Servitude,Edgerton PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Clinton PD,Human Trafficking - Involuntary Servitude,Clinton PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Beloit Town PD,Human Trafficking - Involuntary Servitude,Beloit Town PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Beloit PD,Human Trafficking - Involuntary Servitude,Beloit PD,Rock,Human Trafficking - Involuntary Servitude,12,2019,0
Rock,Rock Co SO,Human Trafficking - Commercial Sex,Rock Co SO,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Milton Township PD,Human Trafficking - Commercial Sex,Milton Township PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Milton PD,Human Trafficking - Commercial Sex,Milton PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Janesville PD,Human Trafficking - Commercial Sex,Janesville PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Fulton Town PD,Human Trafficking - Commercial Sex,Fulton Town PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Evansville PD,Human Trafficking - Commercial Sex,Evansville PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Edgerton PD,Human Trafficking - Commercial Sex,Edgerton PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Clinton PD,Human Trafficking - Commercial Sex,Clinton PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Beloit Town PD,Human Trafficking - Commercial Sex,Beloit Town PD,Rock,Human Trafficking - Commercial Sex,12,2019,0
Rock,Beloit PD,Human Trafficking - Commercial Sex,Beloit PD,Rock,Human Trafficking - Commercial Sex,12,2019,2
Rock,Rock Co SO,Simple Assault,Rock Co SO,Rock,Simple Assault,12,2019,163
Rock,Milton Township PD,Simple Assault,Milton Township PD,Rock,Simple Assault,12,2019,0
Rock,Milton PD,Simple Assault,Milton PD,Rock,Simple Assault,12,2019,22
Rock,Janesville PD,Simple Assault,Janesville PD,Rock,Simple Assault,12,2019,515
Rock,Fulton Town PD,Simple Assault,Fulton Town PD,Rock,Simple Assault,12,2019,0
Rock,Evansville PD,Simple Assault,Evansville PD,Rock,Simple Assault,12,2019,13
Rock,Edgerton PD,Simple Assault,Edgerton PD,Rock,Simple Assault,12,2019,21
Rock,Clinton PD,Simple Assault,Clinton PD,Rock,Simple Assault,12,2019,4
Rock,Beloit Town PD,Simple Assault,Beloit Town PD,Rock,Simple Assault,12,2019,28
Rock,Beloit PD,Simple Assault,Beloit PD,Rock,Simple Assault,12,2019,398
Rock,Rock Co SO,Arson,Rock Co SO,Rock,Arson,12,2019,1
Rock,Milton Township PD,Arson,Milton Township PD,Rock,Arson,12,2019,0
Rock,Milton PD,Arson,Milton PD,Rock,Arson,12,2019,0
Rock,Janesville PD,Arson,Janesville PD,Rock,Arson,12,2019,6
Rock,Fulton Town PD,Arson,Fulton Town PD,Rock,Arson,12,2019,0
